CWE-ID,Vulnerability Mapping,Description,Extended Description,Alternate Terms,Common Consequences,Potential Mitigations,Notes
CWE-351,Vulnerability Mapping : ALLOWED This CWE ID may be used to map to real-world vulnerabilities,The product does not properly distinguish between different types of elements in a way that leads to insecure behavior.,,,"This table specifies different individual consequences
                        associated with the weakness. The Scope identifies the application security area that is
                        violated, while the Impact describes the negative technical impact that arises if an
                        adversary succeeds in exploiting this weakness. The Likelihood provides information about
                        how likely the specific consequence is expected to be seen relative to the other
                        consequences in the list. For example, there may be high likelihood that a weakness will be
                        exploited to achieve a certain impact, but a low likelihood that it will be exploited to
                        achieve a different impact. Impact Details Other Scope: Other",,"Relationship Overlaps others, e.g. Multiple Interpretation Errors."
CWE-352,Vulnerability Mapping : ALLOWED This CWE ID may be used to map to real-world vulnerabilities,"The web application does not, or cannot, sufficiently verify whether a request was intentionally provided by the user who sent the request, which could have originated from an unauthorized actor.",,Session Riding Cross Site Reference Forgery XSRF CSRF,"This table specifies different individual consequences
                        associated with the weakness. The Scope identifies the application security area that is
                        violated, while the Impact describes the negative technical impact that arises if an
                        adversary succeeds in exploiting this weakness. The Likelihood provides information about
                        how likely the specific consequence is expected to be seen relative to the other
                        consequences in the list. For example, there may be high likelihood that a weakness will be
                        exploited to achieve a certain impact, but a low likelihood that it will be exploited to
                        achieve a different impact. Impact Details Gain Privileges or Assume Identity; Bypass Protection Mechanism; Read Application Data; Modify Application Data; DoS: Crash, Exit, or Restart Scope: Confidentiality, Integrity, Availability, Non-Repudiation, Access Control The consequences will vary depending on the nature of the functionality that is vulnerable to CSRF. An attacker could trick a client into making an unintentional request to the web server via a URL, image load, XMLHttpRequest, etc., which would then be treated as an authentic request from the client - effectively performing any operations as the victim, leading to an exposure of data, unintended code execution, etc. If the victim is an administrator or privileged user, the consequences may include obtaining complete control over the web application - deleting or stealing data, uninstalling the product, or using it to launch other attacks against all of the product's users. Because the attacker has the identity of the victim, the scope of CSRF is limited only by the victim's privileges.","Phase(s) Mitigation Architecture and Design Strategy: Libraries or Frameworks Use a vetted library or framework that does not allow this weakness to occur or provides constructs that make this weakness easier to avoid [ REF-1482 ]. For example, use anti-CSRF packages such as the OWASP CSRFGuard. [ REF-330 ] Another example is the ESAPI Session Management control, which includes a component for CSRF. [ REF-45 ] Implementation Ensure that the application is free of cross-site scripting issues ( CWE-79 ), because most CSRF defenses can be bypassed using attacker-controlled script. Architecture and Design Generate a unique nonce for each form, place the nonce into the form, and verify the nonce upon receipt of the form. Be sure that the nonce is not predictable ( CWE-330 ). [ REF-332 ] Note: Note that this can be bypassed using XSS ( CWE-79 ). Architecture and Design Identify especially dangerous operations. When the user performs a dangerous operation, send a separate confirmation request to ensure that the user intended to perform that operation. Note: Note that this can be bypassed using XSS ( CWE-79 ). Architecture and Design Use the ""double-submitted cookie"" method as described by Felten and Zeller: When a user visits a site, the site should generate a pseudorandom value and set it as a cookie on the user's machine. The site should require every form submission to include this value as a form value and also as a cookie value. When a POST request is sent to the site, the request should only be considered valid if the form value and the cookie value are the same. Because of the same-origin policy, an attacker cannot read or modify the value stored in the cookie. To successfully submit a form on behalf of the user, the attacker would have to correctly guess the pseudorandom value. If the pseudorandom value is cryptographically strong, this will be prohibitively difficult. This technique requires Javascript, so it may not work for browsers that have Javascript disabled. [ REF-331 ] Note: Note that this can probably be bypassed using XSS ( CWE-79 ), or when using web technologies that enable the attacker to read raw headers from HTTP requests. Architecture and Design Do not use the GET method for any request that triggers a state change. Implementation Check the HTTP Referer header to see if the request originated from an expected page. This could break legitimate functionality, because users or proxies may have disabled sending the Referer for privacy reasons. Note: Note that this can be bypassed using XSS ( CWE-79 ). An attacker could use XSS to generate a spoofed Referer, or to generate a malicious request from a page whose Referer would be allowed.","Relationship There can be a close relationship between XSS and CSRF ( CWE-352 ).  An attacker might use CSRF in order to trick the victim into submitting requests to the server in which the requests contain an XSS payload.  A well-known example of this was the Samy worm on MySpace [ REF-956 ]. The worm used XSS to insert malicious HTML sequences into a user's profile and add the attacker as a MySpace friend.  MySpace friends of that victim would then execute the payload to modify their own profiles, causing the worm to propagate exponentially. Since the victims did not intentionally insert the malicious script themselves, CSRF was a root cause. Theoretical The CSRF topology is multi-channel: Attacker (as outsider) to intermediary (as user). The interaction point is either an external or internal channel. Intermediary (as user) to server (as victim). The activation point is an internal channel."
CWE-353,Vulnerability Mapping : ALLOWED This CWE ID may be used to map to real-world vulnerabilities,"The product uses a transmission protocol that does not include a mechanism for verifying the integrity of the data during transmission, such as a checksum.","If integrity check values or ""checksums"" are omitted from a protocol, there is no way of determining if data has been corrupted in transmission. The lack of checksum functionality in a protocol removes the first application-level check of data that can be used. The end-to-end philosophy of checks states that integrity checks should be performed at the lowest level that they can be completely implemented. Excluding further sanity checks and input validation performed by applications, the protocol's checksum is the most important level of checksum, since it can be performed more completely than at any previous level and takes into account entire messages, as opposed to single packets.",,"This table specifies different individual consequences
                        associated with the weakness. The Scope identifies the application security area that is
                        violated, while the Impact describes the negative technical impact that arises if an
                        adversary succeeds in exploiting this weakness. The Likelihood provides information about
                        how likely the specific consequence is expected to be seen relative to the other
                        consequences in the list. For example, there may be high likelihood that a weakness will be
                        exploited to achieve a certain impact, but a low likelihood that it will be exploited to
                        achieve a different impact. Impact Details Other Scope: Integrity, Other Data that is parsed and used may be corrupted. Hide Activities; Other Scope: Non-Repudiation, Other Without a checksum it is impossible to determine if any changes have been made to the data after it was sent.","Phase(s) Mitigation Architecture and Design Add an appropriately sized checksum to the protocol, ensuring that data received may be simply validated before it is parsed and used. Implementation Ensure that the checksums present in the protocol design are properly implemented and added to each message before it is sent.",
CWE-354,Vulnerability Mapping : ALLOWED This CWE ID may be used to map to real-world vulnerabilities,"The product does not validate or incorrectly validates the integrity check values or ""checksums"" of a message. This may prevent it from detecting if the data has been modified or corrupted in transmission.",Improper validation of checksums before use results in an unnecessary risk that can easily be mitigated. The protocol specification describes the algorithm used for calculating the checksum. It is then a simple matter of implementing the calculation and verifying that the calculated checksum and the received checksum match. Improper verification of the calculated checksum and the received checksum can lead to far greater consequences.,,"This table specifies different individual consequences
                        associated with the weakness. The Scope identifies the application security area that is
                        violated, while the Impact describes the negative technical impact that arises if an
                        adversary succeeds in exploiting this weakness. The Likelihood provides information about
                        how likely the specific consequence is expected to be seen relative to the other
                        consequences in the list. For example, there may be high likelihood that a weakness will be
                        exploited to achieve a certain impact, but a low likelihood that it will be exploited to
                        achieve a different impact. Impact Details Modify Application Data; Other Scope: Integrity, Other Integrity checks usually use a secret key that helps authenticate the data origin. Skipping integrity checking generally opens up the possibility that new data from an invalid source can be injected. Other Scope: Integrity, Other Data that is parsed and used may be corrupted. Hide Activities; Other Scope: Non-Repudiation, Other Without a checksum check, it is impossible to determine if any changes have been made to the data after it was sent.",Phase(s) Mitigation Implementation Ensure that the checksums present in messages are properly checked in accordance with the protocol specification before they are parsed and used.,
CWE-355,Vulnerability Mapping : PROHIBITED This CWE ID must not be used to map to real-world vulnerabilities,,,,,,Research Gap User interface errors that are relevant to security have not been studied at a high level.
CWE-356,Vulnerability Mapping : ALLOWED This CWE ID may be used to map to real-world vulnerabilities,The product's user interface does not warn the user before undertaking an unsafe action on behalf of that user. This makes it easier for attackers to trick users into inflicting damage to their system.,"Product systems should warn users that a potentially dangerous action may occur if the user proceeds. For example, if the user downloads a file from an unknown source and attempts to execute the file on their machine, then the application's GUI can indicate that the file is unsafe.",,"This table specifies different individual consequences
                        associated with the weakness. The Scope identifies the application security area that is
                        violated, while the Impact describes the negative technical impact that arises if an
                        adversary succeeds in exploiting this weakness. The Likelihood provides information about
                        how likely the specific consequence is expected to be seen relative to the other
                        consequences in the list. For example, there may be high likelihood that a weakness will be
                        exploited to achieve a certain impact, but a low likelihood that it will be exploited to
                        achieve a different impact. Impact Details Hide Activities Scope: Non-Repudiation",,"Relationship Often resultant, e.g. in unhandled error conditions. Relationship Can overlap privilege errors, conceptually at least."
CWE-357,Vulnerability Mapping : ALLOWED This CWE ID may be used to map to real-world vulnerabilities,"The user interface provides a warning to a user regarding dangerous or sensitive operations, but the warning is not noticeable enough to warrant attention.",,,"This table specifies different individual consequences
                        associated with the weakness. The Scope identifies the application security area that is
                        violated, while the Impact describes the negative technical impact that arises if an
                        adversary succeeds in exploiting this weakness. The Likelihood provides information about
                        how likely the specific consequence is expected to be seen relative to the other
                        consequences in the list. For example, there may be high likelihood that a weakness will be
                        exploited to achieve a certain impact, but a low likelihood that it will be exploited to
                        achieve a different impact. Impact Details Hide Activities Scope: Non-Repudiation",,
CWE-358,Vulnerability Mapping : ALLOWED This CWE ID may be used to map to real-world vulnerabilities,"The product does not implement or incorrectly implements one or more security-relevant checks as specified by the design of a standardized algorithm, protocol, or technique.",,,"This table specifies different individual consequences
                        associated with the weakness. The Scope identifies the application security area that is
                        violated, while the Impact describes the negative technical impact that arises if an
                        adversary succeeds in exploiting this weakness. The Likelihood provides information about
                        how likely the specific consequence is expected to be seen relative to the other
                        consequences in the list. For example, there may be high likelihood that a weakness will be
                        exploited to achieve a certain impact, but a low likelihood that it will be exploited to
                        achieve a different impact. Impact Details Bypass Protection Mechanism Scope: Access Control",,"Relationship This is a ""missing step"" error on the product side, which can overlap weaknesses such as insufficient verification and spoofing. It is frequently found in cryptographic and authentication errors. It is sometimes resultant."
CWE-359,Vulnerability Mapping : ALLOWED This CWE ID may be used to map to real-world vulnerabilities,"The product does not properly prevent a person's private, personal information from being accessed by actors who either (1) are not explicitly authorized to access the information or (2) do not have the implicit consent of the person about whom the information is collected.",,Privacy violation Privacy leak / Privacy leakage PPI acronym for Private Personal Information PII acronym for Personally Identifiable Information PHI acronym for Protected Health Information,"This table specifies different individual consequences
                        associated with the weakness. The Scope identifies the application security area that is
                        violated, while the Impact describes the negative technical impact that arises if an
                        adversary succeeds in exploiting this weakness. The Likelihood provides information about
                        how likely the specific consequence is expected to be seen relative to the other
                        consequences in the list. For example, there may be high likelihood that a weakness will be
                        exploited to achieve a certain impact, but a low likelihood that it will be exploited to
                        achieve a different impact. Impact Details Read Application Data Scope: Confidentiality","Phase(s) Mitigation Requirements Identify and consult all relevant regulations for personal privacy.  An organization may be required to comply with certain federal and state regulations, depending on its location, the type of business it conducts, and the nature of any private data it handles.  Regulations may include Safe Harbor Privacy Framework [ REF-340 ], Gramm-Leach Bliley Act (GLBA) [ REF-341 ], Health Insurance Portability and Accountability Act (HIPAA) [ REF-342 ], General Data Protection Regulation (GDPR) [ REF-1047 ], California Consumer Privacy Act (CCPA) [ REF-1048 ], and others. Architecture and Design Carefully evaluate how secure design may interfere with privacy, and vice versa.  Security and privacy concerns often seem to compete with each other. From a security perspective, all important operations should be recorded so that any anomalous activity can later be identified. However, when private data is involved, this practice can in fact create risk. Although there are many ways in which private data can be handled unsafely, a common risk stems from misplaced trust. Programmers often trust the operating environment in which a program runs, and therefore believe that it is acceptable store private information on the file system, in the registry, or in other locally-controlled resources. However, even if access to certain resources is restricted, this does not guarantee that the individuals who do have access can be trusted. Implementation; Operation Strategy: Attack Surface Reduction Some tools can automatically analyze
		documents to redact, strip, or ""sanitize"" private
		information, although some human review might be
		necessary. Tools may vary in terms of which document
		formats can be processed. When calling an external program to automatically
		  generate or convert documents, invoke the program with
		  any available options that avoid generating sensitive
		  metadata.  Some formats have well-defined fields that
		  could contain private data, such as Exchangeable image
		  file format (Exif), which can contain potentially
		  sensitive metadata such as geolocation, date, and time
		  [ REF-1515 ] [ REF-1516 ].","Other There are many types of sensitive information that products must protect from attackers, including system data, communications, configuration, business secrets, intellectual property, and an individual's personal (private) information.  Private personal information (PPI) may include a password, phone number, geographic location, personal messages, credit card number, etc.  Private information is important to consider whether the person is a user of the product, or part of a data set that is processed by the product.  An exposure of private information does not necessarily prevent the product from working properly, and in fact the exposure might be intended by the developer, e.g. as part of data sharing with other organizations.  However, the exposure of personal private information can still be undesirable or explicitly prohibited by law or regulation. Some types of private information include: Government identifiers, such as Social Security Numbers Contact information, such as home addresses and telephone numbers Geographic location - where the user is (or was) Employment history Financial data - such as credit card numbers, salary, bank accounts, and debts Pictures, video, or audio Behavioral patterns - such as web surfing history, when certain activities are performed, etc. Relationships (and types of relationships) with others - family, friends, contacts, etc. Communications - e-mail addresses, private messages, text messages, chat logs, etc. Health - medical conditions, insurance status, prescription records Account passwords and other credentials Some of this information may be characterized as PII (Personally Identifiable Information), Protected Health Information (PHI), etc. Categories of private information may overlap or vary based on the intended usage or the policies and practices of a particular industry. Sometimes data that is not labeled as private can have a privacy implication in a different context. For example, student identification numbers are usually not considered private because there is no explicit and publicly-available mapping to an individual student's personal information. However, if a school generates identification numbers based on student social security numbers, then the identification numbers should be considered private. Maintenance This entry overlaps many other
            entries that are not organized around the kind of
            sensitive information that is exposed, such as CWE-212 :
            Improper Removal of Sensitive Information Before Storage
            or Transfer.  However, because privacy is treated with
            such importance due to regulations and other factors, and
            it may be useful for weakness-finding tools to highlight
            capabilities that detect personal private information
            instead of system information, it is not clear whether -
            or how - this entry should be deprecated."
CWE-360,Vulnerability Mapping : ALLOWED This CWE ID may be used to map to real-world vulnerabilities,Security based on event locations are insecure and can be spoofed.,"Events are a messaging system which may provide control data to programs listening for events. Events often do not have any type of authentication framework to allow them to be verified from a trusted source. Any application, in Windows, on a given desktop can send a message to any window on the same desktop. There is no authentication framework for these messages. Therefore, any message can be used to manipulate any process on the desktop if the process does not check the validity and safeness of those messages.",,"This table specifies different individual consequences
                        associated with the weakness. The Scope identifies the application security area that is
                        violated, while the Impact describes the negative technical impact that arises if an
                        adversary succeeds in exploiting this weakness. The Likelihood provides information about
                        how likely the specific consequence is expected to be seen relative to the other
                        consequences in the list. For example, there may be high likelihood that a weakness will be
                        exploited to achieve a certain impact, but a low likelihood that it will be exploited to
                        achieve a different impact. Impact Details Gain Privileges or Assume Identity; Execute Unauthorized Code or Commands Scope: Integrity, Confidentiality, Availability, Access Control If one trusts the system-event information and executes commands based on it, one could potentially take actions based on a spoofed identity.",Phase(s) Mitigation Architecture and Design Never trust or rely any of the information in an Event for security.,
CWE-361,Vulnerability Mapping : PROHIBITED This CWE ID must not be used to map to real-world vulnerabilities,,,,,,
CWE-362,Vulnerability Mapping : ALLOWED This CWE ID could be used to map to real-world vulnerabilities in limited situations requiring careful review (with careful review of mapping notes),"The product contains a concurrent code sequence that requires temporary, exclusive access to a shared resource, but a timing window exists in which the shared resource can be modified by another code sequence operating concurrently.","A race condition occurs within concurrent environments, and it is effectively a property of a code sequence. Depending on the context, a code sequence may be in the form of a function call, a small number of instructions, a series of program invocations, etc. A race condition violates these properties, which are closely related: Exclusivity - the code sequence is given exclusive access to the shared resource, i.e., no other code sequence can modify properties of the shared resource before the original sequence has completed execution. Atomicity - the code sequence is behaviorally atomic, i.e., no other thread or process can concurrently execute the same sequence of instructions (or a subset) against the same resource. A race condition exists when an ""interfering code sequence"" can still access the shared resource, violating exclusivity. The interfering code sequence could be ""trusted"" or ""untrusted."" A trusted interfering code sequence occurs within the product; it cannot be modified by the attacker, and it can only be invoked indirectly. An untrusted interfering code sequence can be authored directly by the attacker, and typically it is external to the vulnerable product.",Race Condition,"This table specifies different individual consequences
                        associated with the weakness. The Scope identifies the application security area that is
                        violated, while the Impact describes the negative technical impact that arises if an
                        adversary succeeds in exploiting this weakness. The Likelihood provides information about
                        how likely the specific consequence is expected to be seen relative to the other
                        consequences in the list. For example, there may be high likelihood that a weakness will be
                        exploited to achieve a certain impact, but a low likelihood that it will be exploited to
                        achieve a different impact. Impact Details DoS: Resource Consumption (CPU); DoS: Resource Consumption (Memory); DoS: Resource Consumption (Other) Scope: Availability When a race condition makes it possible to bypass a resource cleanup routine or trigger multiple initialization routines, it may lead to resource exhaustion. DoS: Crash, Exit, or Restart; DoS: Instability Scope: Availability When a race condition allows multiple control flows to access a resource simultaneously, it might lead the product(s) into unexpected states, possibly resulting in a crash. Read Files or Directories; Read Application Data Scope: Confidentiality, Integrity When a race condition is combined with predictable resource names and loose permissions, it may be possible for an attacker to overwrite or access confidential data ( CWE-59 ). Execute Unauthorized Code or Commands; Gain Privileges or Assume Identity; Bypass Protection Mechanism Scope: Access Control This can have security implications when the expected synchronization is in security-critical code, such as recording whether a user is authenticated or modifying important state information that should not be influenced by an outsider.","Phase(s) Mitigation Architecture and Design In languages that support it, use synchronization primitives. Only wrap these around critical code to minimize the impact on performance. Architecture and Design Use thread-safe capabilities such as the data access abstraction in Spring. Architecture and Design Minimize the usage of shared resources in order to remove as much complexity as possible from the control flow and to reduce the likelihood of unexpected conditions occurring. Additionally, this will minimize the amount of synchronization necessary and may even help to reduce the likelihood of a denial of service where an attacker may be able to repeatedly trigger a critical section ( CWE-400 ). Implementation When using multithreading and operating on shared variables, only use thread-safe functions. Implementation Use atomic operations on shared variables. Be wary of innocent-looking constructs such as ""x++"". This may appear atomic at the code layer, but it is actually non-atomic at the instruction layer, since it involves a read, followed by a computation, followed by a write. Implementation Use a mutex if available, but be sure to avoid related weaknesses such as CWE-412 . Implementation Avoid double-checked locking ( CWE-609 ) and other implementation errors that arise when trying to avoid the overhead of synchronization. Implementation Disable interrupts or signals over critical parts of the code, but also make sure that the code does not go into a large or infinite loop. Implementation Use the volatile type modifier for critical variables to avoid unexpected compiler optimization or reordering. This does not necessarily solve the synchronization problem, but it can help. Architecture and Design; Operation Strategy: Environment Hardening Run your code using the lowest privileges that are required to accomplish the necessary tasks [ REF-76 ]. If possible, create isolated accounts with limited privileges that are only used for a single task. That way, a successful attack will not immediately give the attacker access to the rest of the software or its environment. For example, database applications rarely need to run as the database administrator, especially in day-to-day operations.","Research Gap Race conditions in web applications are under-studied and probably under-reported. However, in 2008 there has been growing interest in this area. Research Gap Much of the focus of race condition research has been in Time-of-check Time-of-use (TOCTOU) variants ( CWE-367 ), but many race conditions are related to synchronization problems that do not necessarily require a time-of-check. Research Gap From a classification/taxonomy perspective, the relationships between concurrency and program state need closer investigation and may be useful in organizing related issues. Maintenance The relationship between race conditions and synchronization problems ( CWE-662 ) needs to be further developed. They are not necessarily two perspectives of the same core concept, since synchronization is only one technique for avoiding race conditions, and synchronization can be used for other purposes besides race condition prevention."
CWE-363,Vulnerability Mapping : ALLOWED This CWE ID may be used to map to real-world vulnerabilities,"The product checks the status of a file or directory before accessing it, which produces a race condition in which the file can be replaced with a link before the access is performed, causing the product to access the wrong file.","While developers might expect that there is a very narrow time window between the time of check and time of use, there is still a race condition. An attacker could cause the product to slow down (e.g. with memory consumption), causing the time window to become larger. Alternately, in some situations, the attacker could win the race by performing a large number of attacks.",,"This table specifies different individual consequences
                        associated with the weakness. The Scope identifies the application security area that is
                        violated, while the Impact describes the negative technical impact that arises if an
                        adversary succeeds in exploiting this weakness. The Likelihood provides information about
                        how likely the specific consequence is expected to be seen relative to the other
                        consequences in the list. For example, there may be high likelihood that a weakness will be
                        exploited to achieve a certain impact, but a low likelihood that it will be exploited to
                        achieve a different impact. Impact Details Read Files or Directories; Modify Files or Directories Scope: Confidentiality, Integrity",,"Relationship This is already covered by the ""Link Following"" weakness ( CWE-59 ). It is included here because so many people associate race conditions with link problems; however, not all link following issues involve race conditions."
CWE-364,Vulnerability Mapping : ALLOWED This CWE ID may be used to map to real-world vulnerabilities,The product uses a signal handler that introduces a race condition.,"Race conditions frequently occur in signal handlers, since signal handlers support asynchronous actions. These race conditions have a variety of root causes and symptoms. Attackers may be able to exploit a signal handler race condition to cause the product state to be corrupted, possibly leading to a denial of service or even code execution. These issues occur when non-reentrant functions, or state-sensitive actions occur in the signal handler, where they may be called at any time. These behaviors can violate assumptions being made by the ""regular"" code that is interrupted, or by other signal handlers that may also be invoked. If these functions are called at an inopportune moment - such as while a non-reentrant function is already running - memory corruption could occur that may be exploitable for code execution. Another signal race condition commonly found occurs when free is called within a signal handler, resulting in a double free and therefore a write-what-where condition. Even if a given pointer is set to NULL after it has been freed, a race condition still exists between the time the memory was freed and the pointer was set to NULL. This is especially problematic if the same signal handler has been set for more than one signal -- since it means that the signal handler itself may be reentered. There are several known behaviors related to signal handlers that have received the label of ""signal handler race condition"": Shared state (e.g. global data or static variables) that are accessible to both a signal handler and ""regular"" code Shared state between a signal handler and other signal handlers Use of non-reentrant functionality within a signal handler - which generally implies that shared state is being used. For example, malloc() and free() are non-reentrant because they may use global or static data structures for managing memory, and they are indirectly used by innocent-seeming functions such as syslog(); these functions could be exploited for memory corruption and, possibly, code execution. Association of the same signal handler function with multiple signals - which might imply shared state, since the same code and resources are accessed. For example, this can be a source of double-free and use-after-free weaknesses. Use of setjmp and longjmp, or other mechanisms that prevent a signal handler from returning control back to the original functionality While not technically a race condition, some signal handlers are designed to be called at most once, and being called more than once can introduce security problems, even when there are not any concurrent calls to the signal handler. This can be a source of double-free and use-after-free weaknesses. Signal handler vulnerabilities are often classified based on the absence of a specific protection mechanism, although this style of classification is discouraged in CWE because programmers often have a choice of several different mechanisms for addressing the weakness. Such protection mechanisms may preserve exclusivity of access to the shared resource, and behavioral atomicity for the relevant code: Avoiding shared state Using synchronization in the signal handler Using synchronization in the regular code Disabling or masking other signals, which provides atomicity (which effectively ensures exclusivity)",,"This table specifies different individual consequences
                        associated with the weakness. The Scope identifies the application security area that is
                        violated, while the Impact describes the negative technical impact that arises if an
                        adversary succeeds in exploiting this weakness. The Likelihood provides information about
                        how likely the specific consequence is expected to be seen relative to the other
                        consequences in the list. For example, there may be high likelihood that a weakness will be
                        exploited to achieve a certain impact, but a low likelihood that it will be exploited to
                        achieve a different impact. Impact Details Modify Application Data; Modify Memory; DoS: Crash, Exit, or Restart; Execute Unauthorized Code or Commands Scope: Integrity, Confidentiality, Availability It may be possible to cause data corruption and possibly execute arbitrary code by modifying global variables or data structures at unexpected times, violating the assumptions of code that uses this global data. Gain Privileges or Assume Identity Scope: Access Control If a signal handler interrupts code that is executing with privileges, it may be possible that the signal handler will also be executed with elevated privileges, possibly making subsequent exploits more severe.","Phase(s) Mitigation Requirements Strategy: Language Selection Use a language that does not allow this weakness to occur or provides constructs that make this weakness easier to avoid. Architecture and Design Design signal handlers to only set flags, rather than perform complex functionality. These flags can then be checked and acted upon within the main program loop. Implementation Only use reentrant functions within signal handlers. Also, use validation to ensure that state is consistent while performing asynchronous actions that affect the state of execution.",
CWE-365,Vulnerability Mapping : PROHIBITED This CWE ID must not be used to map to real-world vulnerabilities,This entry has been deprecated. There are no documented cases in which a switch's control expression is evaluated more than once.,"It is likely that this entry was initially created based on a misinterpretation of the original source material. The original source intended to explain how switches could be unpredictable when using threads, if the control expressions used data or variables that could change between execution of different threads. That weakness is already covered by CWE-367 . Despite the ambiguity in the documentation for some languages and compilers, in practice, they all evaluate the switch control expression only once. If future languages state that the code explicitly evaluates the control expression more than once, then this would not be a weakness, but the language performing as designed.",,,,
CWE-366,Vulnerability Mapping : ALLOWED This CWE ID may be used to map to real-world vulnerabilities,"If two threads of execution use a resource simultaneously, there exists the possibility that resources may be used while invalid, in turn making the state of execution undefined.",,,"This table specifies different individual consequences
                        associated with the weakness. The Scope identifies the application security area that is
                        violated, while the Impact describes the negative technical impact that arises if an
                        adversary succeeds in exploiting this weakness. The Likelihood provides information about
                        how likely the specific consequence is expected to be seen relative to the other
                        consequences in the list. For example, there may be high likelihood that a weakness will be
                        exploited to achieve a certain impact, but a low likelihood that it will be exploited to
                        achieve a different impact. Impact Details Alter Execution Logic; Unexpected State Scope: Integrity, Other The main problem is that -- if a lock is overcome -- data could be altered in a bad state.","Phase(s) Mitigation Architecture and Design Use locking functionality. This is the recommended solution. Implement some form of locking mechanism around code which alters or reads persistent data in a multithreaded environment. Architecture and Design Create resource-locking validation checks. If no inherent locking mechanisms exist, use flags and signals to enforce your own blocking scheme when resources are being used by other threads of execution.",
CWE-367,Vulnerability Mapping : ALLOWED This CWE ID may be used to map to real-world vulnerabilities,"The product checks the state of a resource before using that resource, but the resource's state can change between the check and the use in a way that invalidates the results of the check.",,"TOCTTOU The TOCTTOU acronym expands to ""Time Of Check To Time Of Use"". TOCCTOU The TOCCTOU acronym is most likely a typo of TOCTTOU, but it has been used in some influential documents, so the typo is repeated fairly frequently.","This table specifies different individual consequences
                        associated with the weakness. The Scope identifies the application security area that is
                        violated, while the Impact describes the negative technical impact that arises if an
                        adversary succeeds in exploiting this weakness. The Likelihood provides information about
                        how likely the specific consequence is expected to be seen relative to the other
                        consequences in the list. For example, there may be high likelihood that a weakness will be
                        exploited to achieve a certain impact, but a low likelihood that it will be exploited to
                        achieve a different impact. Impact Details Alter Execution Logic; Unexpected State Scope: Integrity, Other The attacker can gain access to otherwise unauthorized resources. Modify Application Data; Modify Files or Directories; Modify Memory; Other Scope: Integrity, Other Race conditions such as this kind may be employed to gain read or write access to resources which are not normally readable or writable by the user in question. Other Scope: Integrity, Other The resource in question, or other resources (through the corrupted one), may be changed in undesirable ways by a malicious user. Hide Activities Scope: Non-Repudiation If a file or other resource is written in this method, as opposed to in a valid way, logging of the activity may not occur. Other Scope: Non-Repudiation, Other In some cases it may be possible to delete files a malicious user might not otherwise have access to, such as log files. Unexpected State Scope: Other The product may perform invalid actions when the resource is in an unexpected state.","Phase(s) Mitigation Implementation The most basic advice for TOCTOU vulnerabilities is to not perform a check before the use. This does not resolve the underlying issue of the execution of a function on a resource whose state and identity cannot be assured, but it does help to limit the false sense of security given by the check. Implementation When the file being altered is owned by the current user and group, set the effective gid and uid to that of the current user and group when executing this statement. Architecture and Design Limit the interleaving of operations on files from multiple processes. Implementation; Architecture and Design If you cannot perform operations atomically and you must share access to the resource between multiple processes or threads, then try to limit the amount of time (CPU cycles) between the check and use of the resource. This will not fix the problem, but it could make it more difficult for an attack to succeed. Implementation Recheck the resource after the use call to verify that the action was taken appropriately. Architecture and Design Ensure that some environmental locking mechanism can be used to protect resources effectively. Implementation Ensure that locking occurs before the check, as opposed to afterwards, such that the resource, as checked, is the same as it is when in use.","Relationship TOCTOU issues do not always involve symlinks, and not every symlink issue is a TOCTOU problem. Research Gap Non-symlink TOCTOU issues are not reported frequently, but they are likely to occur in code that attempts to be secure."
CWE-368,Vulnerability Mapping : ALLOWED This CWE ID may be used to map to real-world vulnerabilities,"A product performs a series of non-atomic actions to switch between contexts that cross privilege or other security boundaries, but a race condition allows an attacker to modify or misrepresent the product's behavior during the switch.","This is commonly seen in web browser vulnerabilities in which the attacker can perform certain actions while the browser is transitioning from a trusted to an untrusted domain, or vice versa, and the browser performs the actions on one domain using the trust level and resources of the other domain.",,"This table specifies different individual consequences
                        associated with the weakness. The Scope identifies the application security area that is
                        violated, while the Impact describes the negative technical impact that arises if an
                        adversary succeeds in exploiting this weakness. The Likelihood provides information about
                        how likely the specific consequence is expected to be seen relative to the other
                        consequences in the list. For example, there may be high likelihood that a weakness will be
                        exploited to achieve a certain impact, but a low likelihood that it will be exploited to
                        achieve a different impact. Impact Details Modify Application Data; Read Application Data Scope: Integrity, Confidentiality",,Relationship Can overlap signal handler race conditions. Research Gap Under-studied as a concept. Frequency unknown; few vulnerability reports give enough detail to know when a context switching race condition is a factor.
